timestamp,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price
35800,9998,7,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10001.0
35900,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
36000,9995,30,,,,,10002,5,10005.0,30.0,,,9998.5
36100,10002,8,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10003.0
36200,9996,1,9995.0,29.0,,,9998,1,10004.0,1.0,10005.0,29.0,9997.0
36300,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0
36400,9998,1,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10001.0
36500,9995,25,,,,,10005,25,,,,,10000.0
36600,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0
36700,9995,21,,,,,10005,21,,,,,10000.0
36800,9995,30,,,,,10005,30,,,,,10000.0
36900,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0
37000,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
37100,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
37200,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
37300,9996,1,9995.0,27.0,,,9998,10,10002.0,4.0,10004.0,1.0,9997.0
37400,10002,1,9998.0,2.0,9995.0,30.0,10005,30,,,,,10003.5
37500,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0
37600,9995,22,,,,,10002,7,10005.0,22.0,,,9998.5
37700,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
37800,9995,25,,,,,10005,25,,,,,10000.0
37900,9995,25,,,,,10005,25,,,,,10000.0
38000,10002,1,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10003.0
38100,9996,2,9995.0,26.0,,,10002,2,10004.0,2.0,10005.0,26.0,9999.0
38200,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
38300,9998,5,9995.0,26.0,,,10005,26,,,,,10001.5
38400,9996,1,9995.0,23.0,,,10000,6,10004.0,1.0,10005.0,23.0,9998.0
38500,10002,1,9995.0,21.0,,,10005,21,,,,,10003.5
38600,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
38700,9995,20,,,,,10005,20,,,,,10000.0
38800,9996,1,9995.0,20.0,,,10002,1,10004.0,1.0,10005.0,20.0,9999.0
38900,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
39000,9995,23,,,,,10002,9,10005.0,23.0,,,9998.5
39100,9998,8,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10001.0
39200,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0
39300,9995,27,,,,,10005,27,,,,,10000.0
39400,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
39500,9995,27,,,,,9998,1,10002.0,2.0,10005.0,27.0,9996.5
39600,9995,23,,,,,10005,23,,,,,10000.0
39700,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
39800,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
39900,9996,1,9995.0,30.0,,,10002,4,10004.0,1.0,10005.0,30.0,9999.0
40000,9995,22,,,,,10005,22,,,,,10000.0
40100,9996,2,9995.0,29.0,,,10002,8,10004.0,2.0,10005.0,29.0,9999.0
40200,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0
40300,9995,22,,,,,9998,1,10005.0,22.0,,,9996.5
40400,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
40500,10002,1,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10003.0
40600,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
40700,9998,7,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0
40800,9995,27,,,,,10005,27,,,,,10000.0
40900,9998,10,9996.0,2.0,9995.0,26.0,10004,2,10005.0,26.0,,,10001.0
41000,9995,21,,,,,10002,10,10005.0,21.0,,,9998.5
41100,9995,27,,,,,10005,27,,,,,10000.0
41200,9995,29,,,,,10005,29,,,,,10000.0
41300,9998,2,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10001.0
41400,9998,5,9996.0,2.0,9995.0,23.0,10000,4,10004.0,2.0,10005.0,23.0,9999.0
41500,9998,8,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0
41600,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
41700,10000,5,9995.0,21.0,,,10005,21,,,,,10002.5
41800,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
41900,9996,1,9995.0,21.0,,,9998,4,10004.0,1.0,10005.0,21.0,9997.0
42000,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
42100,9998,8,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0
42200,10002,1,9995.0,28.0,,,10005,28,,,,,10003.5
42300,9995,20,,,,,10005,20,,,,,10000.0
42400,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
42500,9995,24,,,,,10002,3,10005.0,24.0,,,9998.5
42600,9995,26,,,,,10005,26,,,,,10000.0
42700,9995,26,,,,,10005,26,,,,,10000.0
42800,9995,30,,,,,10005,30,,,,,10000.0
42900,9995,25,,,,,10005,25,,,,,10000.0
43000,9995,23,,,,,10005,23,,,,,10000.0
43100,9995,21,,,,,10005,21,,,,,10000.0
43200,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
43300,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
43400,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
43500,9998,7,9995.0,23.0,,,10005,23,,,,,10001.5
43600,9996,2,9995.0,21.0,,,10002,9,10004.0,2.0,10005.0,21.0,9999.0
43700,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
43800,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
43900,10002,4,9998.0,2.0,9996.0,1.0,10004,1,10005.0,29.0,,,10003.0
44000,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
44100,9995,24,,,,,9998,1,10002.0,2.0,10005.0,24.0,9996.5
44200,9995,21,,,,,10005,21,,,,,10000.0
44300,9995,27,,,,,10005,27,,,,,10000.0
44400,9998,7,9995.0,28.0,,,10005,28,,,,,10001.5
44500,9995,21,,,,,10005,21,,,,,10000.0
44600,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
44700,9995,29,,,,,10002,10,10005.0,29.0,,,9998.5
44800,9995,29,,,,,9998,1,10002.0,10.0,10005.0,29.0,9996.5
44900,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
45000,10002,1,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10003.0
45100,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0
45200,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0
45300,9995,22,,,,,10005,22,,,,,10000.0
45400,9996,2,9995.0,21.0,,,9998,1,10004.0,2.0,10005.0,21.0,9997.0
45500,9996,1,9995.0,24.0,,,10000,3,10004.0,1.0,10005.0,24.0,9998.0
45600,9995,26,,,,,10002,5,10005.0,26.0,,,9998.5
45700,9995,24,,,,,10005,24,,,,,10000.0
45800,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
45900,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
46000,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
46100,9998,6,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0
46200,9998,2,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0
46300,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
46400,9995,22,,,,,10005,22,,,,,10000.0
46500,10000,6,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10002.0
46600,9998,10,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0
46700,9995,26,,,,,10005,26,,,,,10000.0
46800,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0
46900,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
47000,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
47100,9996,2,9995.0,24.0,,,9998,1,10004.0,2.0,10005.0,24.0,9997.0
47200,10002,1,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10003.0
47300,10002,1,9998.0,3.0,9995.0,25.0,10005,25,,,,,10003.5
47400,9995,24,,,,,10002,9,10005.0,24.0,,,9998.5
47500,9995,30,,,,,10002,1,10005.0,30.0,,,9998.5
47600,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
47700,9996,1,9995.0,22.0,,,10002,8,10004.0,1.0,10005.0,22.0,9999.0
47800,9996,1,9995.0,22.0,,,10002,8,10004.0,1.0,10005.0,22.0,9999.0
47900,10002,1,9995.0,27.0,,,10005,27,,,,,10003.5
48000,9995,27,,,,,10005,27,,,,,10000.0
48100,9995,21,,,,,10002,9,10005.0,21.0,,,9998.5
48200,9998,5,9995.0,25.0,,,10005,25,,,,,10001.5
48300,9996,1,9995.0,28.0,,,9998,1,10000.0,5.0,10004.0,1.0,9997.0
48400,9995,27,,,,,10002,7,10005.0,27.0,,,9998.5
48500,9995,29,,,,,9998,1,10005.0,29.0,,,9996.5
48600,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0
48700,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
48800,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
48900,9995,27,,,,,10005,27,,,,,10000.0
49000,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
49100,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
49200,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
49300,9998,9,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0
49400,9995,20,,,,,10005,20,,,,,10000.0
49500,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
49600,9995,24,,,,,10005,24,,,,,10000.0
49700,9998,7,9996.0,2.0,9995.0,26.0,10004,2,10005.0,26.0,,,10001.0
49800,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
49900,9998,3,9995.0,23.0,,,10005,23,,,,,10001.5
50000,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
50100,9995,24,,,,,10005,24,,,,,10000.0
50200,9995,24,,,,,10005,24,,,,,10000.0
50300,9995,30,,,,,10002,10,10005.0,30.0,,,9998.5
50400,9998,4,9996.0,1.0,9995.0,22.0,10000,2,10004.0,1.0,10005.0,22.0,9999.0
50500,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
50600,10002,1,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10003.0
50700,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
50800,10002,5,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10003.0
50900,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
51000,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
51100,9998,6,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0
51200,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
51300,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
51400,9995,30,,,,,10002,3,10005.0,30.0,,,9998.5
51500,9995,30,,,,,10005,30,,,,,10000.0
51600,10000,5,9996.0,2.0,9995.0,22.0,10002,1,10004.0,2.0,10005.0,22.0,10001.0
51700,9995,20,,,,,10005,20,,,,,10000.0
51800,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
51900,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
52000,9998,3,9995.0,29.0,,,10005,29,,,,,10001.5
52100,9995,21,,,,,10005,21,,,,,10000.0
52200,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
52300,10002,1,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10003.0
52400,9998,3,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10001.0
52500,9996,1,9995.0,27.0,,,9998,1,10004.0,1.0,10005.0,27.0,9997.0
52600,9998,1,9996.0,1.0,9995.0,22.0,10000,4,10004.0,1.0,10005.0,22.0,9999.0
52700,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0
52800,9995,26,,,,,10005,26,,,,,10000.0
52900,9995,30,,,,,10005,30,,,,,10000.0
53000,10002,1,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10003.0
53100,9995,24,,,,,10005,24,,,,,10000.0
53200,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
53300,9995,29,,,,,10005,29,,,,,10000.0
53400,9998,6,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0
53500,9996,2,9995.0,21.0,,,10002,1,10004.0,2.0,10005.0,21.0,9999.0
53600,9995,24,,,,,9998,9,10005.0,24.0,,,9996.5
53700,9998,1,9995.0,30.0,,,10005,30,,,,,10001.5
53800,10002,3,9995.0,30.0,,,10005,30,,,,,10003.5
53900,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0
54000,9998,6,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10001.0
54100,9998,2,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0
54200,9995,28,,,,,10005,28,,,,,10000.0
54300,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
54400,9995,29,,,,,10005,29,,,,,10000.0
54500,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
54600,10002,3,9995.0,27.0,,,10005,27,,,,,10003.5
54700,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
54800,9998,8,9995.0,27.0,,,10005,27,,,,,10001.5
54900,9996,1,9995.0,28.0,,,10002,3,10004.0,1.0,10005.0,28.0,9999.0
55000,9996,2,9995.0,28.0,,,10002,8,10004.0,2.0,10005.0,28.0,9999.0
55100,9995,29,,,,,10005,29,,,,,10000.0
55200,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
55300,9996,2,9995.0,27.0,,,9998,1,10002.0,2.0,10004.0,2.0,9997.0
55400,9998,3,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0
55500,9995,25,,,,,10002,9,10005.0,25.0,,,9998.5
55600,9995,26,,,,,10005,26,,,,,10000.0
55700,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
55800,9998,6,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10001.0
55900,9995,22,,,,,10005,22,,,,,10000.0
56000,9996,2,9995.0,22.0,,,10002,10,10004.0,2.0,10005.0,22.0,9999.0
56100,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
56200,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0
56300,10002,1,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10003.0
56400,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
56500,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
56600,9996,2,9995.0,29.0,,,10002,4,10004.0,2.0,10005.0,29.0,9999.0
56700,9998,3,9996.0,2.0,9995.0,24.0,10000,2,10004.0,2.0,10005.0,24.0,9999.0
56800,10002,1,9998.0,10.0,9996.0,2.0,10004,2,10005.0,22.0,,,10003.0
56900,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
57000,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
57100,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0
57200,10002,2,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10003.0
57300,9996,1,9995.0,26.0,,,10002,9,10004.0,1.0,10005.0,26.0,9999.0
57400,9995,24,,,,,10005,24,,,,,10000.0
57500,9998,5,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0
57600,9995,24,,,,,10005,24,,,,,10000.0
57700,9995,29,,,,,10005,29,,,,,10000.0
57800,9998,1,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0
57900,9996,2,9995.0,25.0,,,9998,1,10000.0,6.0,10004.0,2.0,9997.0
58000,9996,1,9995.0,24.0,,,9998,4,10004.0,1.0,10005.0,24.0,9997.0
58100,9995,23,,,,,10005,23,,,,,10000.0
58200,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
58300,9995,29,,,,,10005,29,,,,,10000.0
58400,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
58500,9995,21,,,,,10002,1,10005.0,21.0,,,9998.5
58600,10002,1,9995.0,25.0,,,10005,25,,,,,10003.5
58700,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
58800,9995,29,,,,,10002,1,10005.0,29.0,,,9998.5
58900,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
59000,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
59100,9995,27,,,,,10005,27,,,,,10000.0
59200,9998,4,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0
59300,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0
59400,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0
59500,10002,5,9995.0,23.0,,,10005,23,,,,,10003.5
59600,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
59700,9995,21,,,,,10005,21,,,,,10000.0
59800,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
59900,9996,1,9995.0,23.0,,,10002,6,10004.0,1.0,10005.0,23.0,9999.0
60000,9998,3,9995.0,22.0,,,10005,22,,,,,10001.5
60100,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0
60200,9995,25,,,,,10005,25,,,,,10000.0
60300,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
60400,9996,1,9995.0,20.0,,,9998,1,10004.0,1.0,10005.0,20.0,9997.0
60500,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
60600,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
60700,9995,22,,,,,10005,22,,,,,10000.0
60800,10002,10,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10003.0
60900,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
61000,9995,28,,,,,10005,28,,,,,10000.0
61100,9995,29,,,,,10005,29,,,,,10000.0
61200,9998,9,9996.0,1.0,9995.0,21.0,10000,2,10004.0,1.0,10005.0,21.0,9999.0
61300,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
61400,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
61500,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
61600,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
61700,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0
61800,9995,20,,,,,10005,20,,,,,10000.0
61900,9995,26,,,,,9998,1,10005.0,26.0,,,9996.5
62000,9995,20,,,,,10005,20,,,,,10000.0
62100,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
62200,9995,25,,,,,10002,3,10005.0,25.0,,,9998.5
62300,9995,22,,,,,10005,22,,,,,10000.0
62400,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
62500,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
62600,9995,29,,,,,10005,29,,,,,10000.0
62700,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
62800,9995,26,,,,,10005,26,,,,,10000.0
62900,9996,2,9995.0,27.0,,,9998,4,10004.0,2.0,10005.0,27.0,9997.0
63000,9995,29,,,,,10005,29,,,,,10000.0
63100,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
63200,9995,28,,,,,10005,28,,,,,10000.0
63300,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
63400,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
63500,9998,8,9995.0,20.0,,,10005,20,,,,,10001.5
63600,9995,21,,,,,10005,21,,,,,10000.0
63700,9996,2,9995.0,28.0,,,10002,6,10004.0,2.0,10005.0,28.0,9999.0
63800,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0
63900,9995,21,,,,,10005,21,,,,,10000.0
64000,9998,6,9995.0,30.0,,,10005,30,,,,,10001.5
64100,9995,27,,,,,10002,6,10005.0,27.0,,,9998.5
64200,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
64300,9998,7,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10001.0
64400,9998,8,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0
64500,9998,5,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0
64600,9995,26,,,,,10005,26,,,,,10000.0
64700,9995,28,,,,,10005,28,,,,,10000.0
64800,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
64900,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
65000,9995,25,,,,,9998,1,10005.0,25.0,,,9996.5
65100,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
65200,9998,8,9995.0,29.0,,,10005,29,,,,,10001.5
65300,9995,21,,,,,10002,3,10005.0,21.0,,,9998.5
65400,9996,2,9995.0,26.0,,,10000,3,10004.0,2.0,10005.0,26.0,9998.0
65500,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
65600,9998,5,9995.0,20.0,,,10005,20,,,,,10001.5
65700,9995,29,,,,,10005,29,,,,,10000.0
65800,9998,9,9995.0,20.0,,,10005,20,,,,,10001.5
65900,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
66000,9998,4,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0
66100,9996,1,9995.0,26.0,,,9998,1,10004.0,1.0,10005.0,26.0,9997.0
66200,10002,1,10000.0,5.0,9995.0,20.0,10005,20,,,,,10003.5
66300,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
66400,9995,21,,,,,9998,3,10005.0,21.0,,,9996.5
66500,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
66600,9995,22,,,,,10005,22,,,,,10000.0
66700,9998,9,9995.0,27.0,,,10005,27,,,,,10001.5
66800,9995,30,,,,,10005,30,,,,,10000.0
66900,9998,4,9995.0,23.0,,,10005,23,,,,,10001.5
67000,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
67100,9995,23,,,,,10005,23,,,,,10000.0
67200,9996,2,9995.0,20.0,,,10002,3,10004.0,2.0,10005.0,20.0,9999.0
67300,9995,30,,,,,9998,3,10005.0,30.0,,,9996.5
67400,9998,4,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0
67500,9995,21,,,,,10005,21,,,,,10000.0
67600,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0
67700,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0
67800,9998,3,9995.0,30.0,,,10005,30,,,,,10001.5
67900,9995,25,,,,,10005,25,,,,,10000.0
68000,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
68100,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
68200,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
68300,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0
68400,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
68500,9995,23,,,,,10002,5,10005.0,23.0,,,9998.5
68600,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
68700,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
68800,9995,22,,,,,9998,1,10005.0,22.0,,,9996.5
68900,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
69000,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
69100,9998,9,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10001.0
69200,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
69300,9995,21,,,,,9998,1,10005.0,21.0,,,9996.5
69400,10002,1,9998.0,2.0,9996.0,1.0,10004,1,10005.0,25.0,,,10003.0
69500,9998,1,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10001.0
69600,9995,23,,,,,10005,23,,,,,10000.0
69700,10002,1,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10003.0
69800,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
69900,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
70000,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
70100,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
70200,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0
70300,9996,1,9995.0,25.0,,,9998,2,10004.0,1.0,10005.0,25.0,9997.0
70400,9995,26,,,,,10005,26,,,,,10000.0
70500,9995,23,,,,,10000,3,10005.0,23.0,,,9997.5
70600,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
70700,9995,26,,,,,10005,26,,,,,10000.0
70800,10002,1,9995.0,27.0,,,10005,27,,,,,10003.5
70900,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
71000,9996,1,9995.0,29.0,,,10002,5,10004.0,1.0,10005.0,29.0,9999.0
71100,9998,9,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0
71200,10002,1,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10003.0
71300,9996,2,9995.0,26.0,,,10002,4,10004.0,2.0,10005.0,26.0,9999.0
71400,9996,2,9995.0,24.0,,,10002,3,10004.0,2.0,10005.0,24.0,9999.0
71500,10002,1,9996.0,2.0,9995.0,26.0,10004,2,10005.0,26.0,,,10003.0
71600,9996,1,9995.0,27.0,,,9998,3,10004.0,1.0,10005.0,27.0,9997.0
71700,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
71800,10002,1,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10003.0
71900,10002,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10003.0
72000,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
72100,9995,21,,,,,10005,21,,,,,10000.0
72200,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
72300,9996,1,9995.0,22.0,,,10002,8,10004.0,1.0,10005.0,22.0,9999.0
