timestamp,day,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
28700,0,STARFRUIT,5039,23,,,,,5045,2,5046.0,22.0,,,5042.0,-394.1220703125
28800,0,STARFRUIT,5038,21,,,,,5046,21,,,,,5042.0,-393.9853515625
28900,0,STARFRUIT,5040,1,5039.0,23.0,,,5045,1,5046.0,22.0,,,5042.5,-394.17041015625
29000,0,STARFRUIT,5039,26,,,,,5045,2,5046.0,24.0,,,5042.0,-394.1962890625
29100,0,STARFRUIT,5039,23,,,,,5046,23,,,,,5042.5,-394.1455078125
29200,0,STARFRUIT,5040,1,5039.0,22.0,,,5046,23,,,,,5043.0,-394.873046875
29300,0,STARFRUIT,5040,23,,,,,5046,1,5047.0,22.0,,,5043.0,-395.15673828125
29400,0,STARFRUIT,5039,25,,,,,5046,25,,,,,5042.5,-394.6279296875
29500,0,STARFRUIT,5039,20,,,,,5040,1,5046.0,20.0,,,5039.5,-394.86572265625
29600,0,STARFRUIT,5040,1,5039.0,26.0,,,5042,4,5046.0,27.0,,,5041.0,-392.0
29700,0,STARFRUIT,5040,23,,,,,5045,8,5046.0,1.0,5047.0,22.0,5042.5,-392.0
29800,0,STARFRUIT,5045,1,5040.0,4.0,5039.0,25.0,5047,25,,,,,5046.0,-392.0
29900,0,STARFRUIT,5040,32,,,,,5047,32,,,,,5043.5,-390.59228515625
30000,0,STARFRUIT,5041,6,5040.0,23.0,,,5047,25,,,,,5044.0,-390.81884765625
30100,0,STARFRUIT,5041,1,5040.0,20.0,,,5047,21,,,,,5044.0,-390.8291015625
30200,0,STARFRUIT,5041,30,,,,,5048,30,,,,,5044.5,-391.2607421875
30300,0,STARFRUIT,5041,31,,,,,5046,1,5047.0,2.0,5048.0,29.0,5043.5,-391.07958984375
30400,0,STARFRUIT,5045,2,5040.0,30.0,,,5047,30,,,,,5046.0,-390.529296875
30500,0,STARFRUIT,5040,7,5039.0,28.0,,,5046,30,,,,,5043.0,-385.73046875
30600,0,STARFRUIT,5040,32,,,,,5045,7,5046.0,2.0,5047.0,30.0,5042.5,-386.234375
30700,0,STARFRUIT,5039,29,,,,,5046,29,,,,,5042.5,-385.076171875
30800,0,STARFRUIT,5039,2,5038.0,29.0,,,5045,31,,,,,5042.0,-382.865234375
30900,0,STARFRUIT,5038,21,,,,,5043,7,5045.0,21.0,,,5040.5,-382.671875
31000,0,STARFRUIT,5043,1,5042.0,5.0,5038.0,28.0,5045,28,,,,,5044.0,-381.029296875
31100,0,STARFRUIT,5038,23,,,,,5039,9,5045.0,23.0,,,5038.5,-379.68359375
31200,0,STARFRUIT,5037,21,,,,,5042,8,5044.0,22.0,,,5039.5,-370.0
31300,0,STARFRUIT,5038,22,,,,,5044,2,5045.0,20.0,,,5041.0,-370.0
31400,0,STARFRUIT,5038,22,,,,,5045,22,,,,,5041.5,-370.0
31500,0,STARFRUIT,5038,22,,,,,5045,22,,,,,5041.5,-370.0
31600,0,STARFRUIT,5039,24,,,,,5046,24,,,,,5042.5,-370.0
31700,0,STARFRUIT,5038,29,,,,,5045,29,,,,,5041.5,-370.0
31800,0,STARFRUIT,5043,2,5038.0,24.0,,,5045,24,,,,,5044.0,-370.0
31900,0,STARFRUIT,5039,6,5038.0,28.0,,,5045,28,,,,,5042.0,-367.2314453125
32000,0,STARFRUIT,5038,22,,,,,5045,22,,,,,5041.5,-366.669921875
32100,0,STARFRUIT,5037,25,,,,,5044,25,,,,,5040.5,-365.5576171875
32200,0,STARFRUIT,5037,25,,,,,5044,25,,,,,5040.5,-365.2080078125
32300,0,STARFRUIT,5040,3,5038.0,2.0,5037.0,30.0,5044,32,,,,,5042.0,-365.7529296875
32400,0,STARFRUIT,5037,29,,,,,5044,29,,,,,5040.5,-365.1328125
32500,0,STARFRUIT,5038,1,5037.0,26.0,,,5043,2,5044.0,24.0,,,5040.5,-364.083984375
32600,0,STARFRUIT,5037,28,,,,,5044,28,,,,,5040.5,-364.9052734375
32700,0,STARFRUIT,5038,32,,,,,5044,2,5045.0,30.0,,,5041.0,-366.2724609375
32800,0,STARFRUIT,5038,29,,,,,5045,29,,,,,5041.5,-366.5166015625
32900,0,STARFRUIT,5038,1,5037.0,20.0,,,5044,21,,,,,5041.0,-365.6015625
33000,0,STARFRUIT,5037,28,,,,,5042,4,5044.0,28.0,,,5039.5,-365.90234375
33100,0,STARFRUIT,5037,26,,,,,5044,26,,,,,5040.5,-365.4814453125
33200,0,STARFRUIT,5038,24,,,,,5043,5,5044.0,1.0,5045.0,23.0,5040.5,-366.3896484375
33300,0,STARFRUIT,5038,31,,,,,5045,31,,,,,5041.5,-366.7861328125
33400,0,STARFRUIT,5037,20,,,,,5042,2,5044.0,20.0,,,5039.5,-365.7529296875
33500,0,STARFRUIT,5038,2,5037.0,21.0,,,5044,23,,,,,5041.0,-365.8154296875
33600,0,STARFRUIT,5037,27,,,,,5044,27,,,,,5040.5,-364.2841796875
33700,0,STARFRUIT,5037,1,5036.0,25.0,,,5041,6,5043.0,26.0,,,5039.0,-363.59765625
33800,0,STARFRUIT,5036,21,,,,,5043,21,,,,,5039.5,-366.0
33900,0,STARFRUIT,5035,28,,,,,5042,28,,,,,5038.5,-366.0
34000,0,STARFRUIT,5041,1,5036.0,2.0,5035.0,28.0,5042,30,,,,,5041.5,-366.0
34100,0,STARFRUIT,5036,2,5035.0,25.0,,,5042,27,,,,,5039.0,-366.0
34200,0,STARFRUIT,5036,32,,,,,5043,32,,,,,5039.5,-366.0
34300,0,STARFRUIT,5036,28,,,,,5043,29,,,,,5039.5,-366.0
34400,0,STARFRUIT,5036,30,,,,,5043,30,,,,,5039.5,-366.0
34500,0,STARFRUIT,5037,24,,,,,5044,24,,,,,5040.5,-366.0
34600,0,STARFRUIT,5037,24,,,,,5044,24,,,,,5040.5,-366.0
34700,0,STARFRUIT,5037,7,5036.0,25.0,,,5043,25,,,,,5040.0,-366.0
34800,0,STARFRUIT,5036,22,,,,,5037,8,5043.0,24.0,,,5036.5,-366.0
34900,0,STARFRUIT,5037,24,,,,,5044,24,,,,,5040.5,-338.92578125
35000,0,STARFRUIT,5037,29,,,,,5044,29,,,,,5040.5,-338.78125
35100,0,STARFRUIT,5037,23,,,,,5044,23,,,,,5040.5,-339.765625
35200,0,STARFRUIT,5037,24,,,,,5042,3,5044.0,24.0,,,5039.5,-337.96875
35300,0,STARFRUIT,5038,8,5037.0,23.0,,,5044,23,,,,,5041.0,-339.05859375
35400,0,STARFRUIT,5037,27,,,,,5044,27,,,,,5040.5,-335.94140625
35500,0,STARFRUIT,5037,29,,,,,5044,29,,,,,5040.5,-339.15234375
35600,0,STARFRUIT,5038,1,5037.0,23.0,,,5044,24,,,,,5041.0,-335.4140625
35700,0,STARFRUIT,5037,31,,,,,5044,31,,,,,5040.5,-335.93359375
35800,0,STARFRUIT,5037,8,5036.0,21.0,,,5043,2,5044.0,21.0,,,5040.0,-341.99609375
35900,0,STARFRUIT,5036,30,,,,,5043,30,,,,,5039.5,-347.30078125
36000,0,STARFRUIT,5036,30,,,,,5039,2,5041.0,2.0,5043.0,30.0,5037.5,-347.3203125
36100,0,STARFRUIT,5036,23,,,,,5041,6,5043.0,23.0,,,5038.5,-345.65625
36200,0,STARFRUIT,5036,1,5035.0,29.0,,,5042,30,,,,,5039.0,-351.59765625
36300,0,STARFRUIT,5035,31,,,,,5042,31,,,,,5038.5,-352.4609375
36400,0,STARFRUIT,5036,2,5035.0,28.0,,,5042,29,,,,,5039.0,-351.4140625
36500,0,STARFRUIT,5035,28,,,,,5042,29,,,,,5038.5,-354.91796875
36600,0,STARFRUIT,5035,31,,,,,5038,2,5042.0,31.0,,,5036.5,-357.51953125
36700,0,STARFRUIT,5035,22,,,,,5042,22,,,,,5038.5,-354.62109375
36800,0,STARFRUIT,5035,25,,,,,5042,25,,,,,5038.5,-351.5234375
36900,0,STARFRUIT,5035,22,,,,,5042,22,,,,,5038.5,-351.7109375
37000,0,STARFRUIT,5036,2,5035.0,20.0,,,5042,22,,,,,5039.0,-350.1875
37100,0,STARFRUIT,5039,5,5036.0,24.0,,,5043,24,,,,,5041.0,-347.3046875
37200,0,STARFRUIT,5037,2,5036.0,27.0,,,5043,29,,,,,5040.0,-369.0
37300,0,STARFRUIT,5037,23,,,,,5042,4,5044.0,23.0,,,5039.5,-369.0
37400,0,STARFRUIT,5038,4,5037.0,22.0,,,5044,22,,,,,5041.0,-369.0
37500,0,STARFRUIT,5040,5,5037.0,31.0,,,5044,31,,,,,5042.0,-369.0
37600,0,STARFRUIT,5037,25,,,,,5042,5,5044.0,25.0,,,5039.5,-371.4921875
37700,0,STARFRUIT,5037,20,,,,,5044,20,,,,,5040.5,-369.4296875
37800,0,STARFRUIT,5037,25,,,,,5043,2,5044.0,23.0,,,5040.0,-369.849609375
37900,0,STARFRUIT,5038,29,,,,,5044,2,5045.0,27.0,,,5041.0,-374.49609375
38000,0,STARFRUIT,5038,30,,,,,5045,30,,,,,5041.5,-375.6171875
38100,0,STARFRUIT,5038,29,,,,,5043,4,5045.0,29.0,,,5040.5,-375.32421875
38200,0,STARFRUIT,5039,2,5038.0,29.0,,,5045,31,,,,,5042.0,-378.853515625
38300,0,STARFRUIT,5040,5,5039.0,22.0,,,5046,22,,,,,5043.0,-388.10546875
38400,0,STARFRUIT,5039,31,,,,,5040,4,5046.0,31.0,,,5039.5,-399.328125
38500,0,STARFRUIT,5038,24,,,,,5045,24,,,,,5041.5,-389.7265625
38600,0,STARFRUIT,5038,31,,,,,5044,2,5045.0,29.0,,,5041.0,-385.56640625
38700,0,STARFRUIT,5038,1,5037.0,20.0,,,5044,22,,,,,5041.0,-380.83203125
38800,0,STARFRUIT,5038,27,,,,,5043,2,5044.0,2.0,5045.0,25.0,5040.5,-385.5234375
38900,0,STARFRUIT,5038,25,,,,,5045,25,,,,,5041.5,-388.1640625
39000,0,STARFRUIT,5039,1,5038.0,23.0,,,5041,3,5044.0,6.0,5045.0,1.0,5040.0,-394.8125
39100,0,STARFRUIT,5039,8,5038.0,30.0,,,5045,30,,,,,5042.0,-392.015625
39200,0,STARFRUIT,5039,5,5038.0,21.0,,,5041,4,5045.0,21.0,,,5040.0,-393.8203125
39300,0,STARFRUIT,5038,24,,,,,5045,24,,,,,5041.5,-389.078125
39400,0,STARFRUIT,5038,21,,,,,5045,21,,,,,5041.5,-384.98046875
39500,0,STARFRUIT,5038,29,,,,,5043,3,5045.0,29.0,,,5040.5,-387.5
39600,0,STARFRUIT,5038,31,,,,,5045,31,,,,,5041.5,-388.1484375
39700,0,STARFRUIT,5038,29,,,,,5041,6,5045.0,30.0,,,5039.5,-393.2578125
39800,0,STARFRUIT,5038,24,,,,,5044,2,5045.0,22.0,,,5041.0,-385.421875
39900,0,STARFRUIT,5038,29,,,,,5043,7,5045.0,29.0,,,5040.5,-387.109375
40000,0,STARFRUIT,5037,26,,,,,5044,26,,,,,5040.5,-378.421875
40100,0,STARFRUIT,5037,30,,,,,5042,4,5044.0,30.0,,,5039.5,-377.03125
40200,0,STARFRUIT,5037,25,,,,,5044,25,,,,,5040.5,-374.8984375
40300,0,STARFRUIT,5037,1,5036.0,29.0,,,5043,30,,,,,5040.0,-369.74609375
40400,0,STARFRUIT,5037,25,,,,,5043,2,5044.0,23.0,,,5040.0,-373.3984375
40500,0,STARFRUIT,5037,22,,,,,5044,22,,,,,5040.5,-375.03125
40600,0,STARFRUIT,5037,28,,,,,5045,28,,,,,5041.0,-383.078125
40700,0,STARFRUIT,5044,1,5039.0,6.0,5038.0,30.0,5045,30,,,,,5044.5,-389.15234375
40800,0,STARFRUIT,5038,21,,,,,5045,21,,,,,5041.5,-388.0234375
40900,0,STARFRUIT,5040,3,5039.0,25.0,,,5046,25,,,,,5043.0,-396.5
41000,0,STARFRUIT,5039,21,,,,,5042,2,5044.0,7.0,5045.0,1.0,5040.5,-395.8984375
41100,0,STARFRUIT,5038,25,,,,,5045,25,,,,,5041.5,-388.90625
41200,0,STARFRUIT,5038,20,,,,,5046,20,,,,,5042.0,-392.7109375
41300,0,STARFRUIT,5039,8,5038.0,27.0,,,5045,27,,,,,5042.0,-389.1484375
41400,0,STARFRUIT,5039,30,,,,,5046,30,,,,,5042.5,-398.109375
41500,0,STARFRUIT,5039,9,5038.0,29.0,,,5045,31,,,,,5042.0,-392.2109375
41600,0,STARFRUIT,5038,26,,,,,5045,26,,,,,5041.5,-389.9765625
41700,0,STARFRUIT,5042,2,5038.0,23.0,,,5045,23,,,,,5043.5,-384.9296875
41800,0,STARFRUIT,5038,21,,,,,5044,1,5045.0,21.0,,,5041.0,-380.2734375
41900,0,STARFRUIT,5038,28,,,,,5045,28,,,,,5041.5,-384.15625
42000,0,STARFRUIT,5038,1,5037.0,27.0,,,5044,28,,,,,5041.0,-377.125
42100,0,STARFRUIT,5039,7,5038.0,22.0,,,5045,22,,,,,5042.0,-380.859375
42200,0,STARFRUIT,5038,22,,,,,5045,22,,,,,5041.5,-391.3671875
42300,0,STARFRUIT,5039,22,,,,,5045,2,5046.0,20.0,,,5042.0,-395.0234375
42400,0,STARFRUIT,5038,28,,,,,5045,28,,,,,5041.5,-385.578125
42500,0,STARFRUIT,5038,24,,,,,5043,2,5045.0,24.0,,,5040.5,-384.6875
42600,0,STARFRUIT,5043,1,5038.0,28.0,,,5045,28,,,,,5044.0,-381.171875
42700,0,STARFRUIT,5038,24,,,,,5044,1,5045.0,23.0,,,5041.0,-379.1328125
42800,0,STARFRUIT,5038,29,,,,,5041,2,5045.0,29.0,,,5039.5,-379.8828125
42900,0,STARFRUIT,5038,20,,,,,5045,20,,,,,5041.5,-381.015625
43000,0,STARFRUIT,5038,27,,,,,5045,27,,,,,5041.5,-432.0
43100,0,STARFRUIT,5038,25,,,,,5045,25,,,,,5041.5,-432.0
43200,0,STARFRUIT,5038,31,,,,,5045,31,,,,,5041.5,-432.0
43300,0,STARFRUIT,5043,1,5037.0,20.0,,,5044,20,,,,,5043.5,-432.0
43400,0,STARFRUIT,5037,24,,,,,5043,2,5044.0,22.0,,,5040.0,-429.2197265625
43500,0,STARFRUIT,5037,6,5036.0,25.0,,,5043,25,,,,,5040.0,-428.66064453125
43600,0,STARFRUIT,5036,22,,,,,5041,1,5043.0,22.0,,,5038.5,-428.60107421875
43700,0,STARFRUIT,5037,1,5036.0,29.0,,,5043,30,,,,,5040.0,-430.0
43800,0,STARFRUIT,5036,23,,,,,5043,23,,,,,5039.5,-430.0
43900,0,STARFRUIT,5037,6,5036.0,26.0,,,5043,26,,,,,5040.0,-430.0
44000,0,STARFRUIT,5036,27,,,,,5043,27,,,,,5039.5,-430.0
44100,0,STARFRUIT,5036,24,,,,,5041,4,5042.0,2.0,5043.0,22.0,5038.5,-430.0
44200,0,STARFRUIT,5036,24,,,,,5043,24,,,,,5039.5,-435.751953125
44300,0,STARFRUIT,5036,26,,,,,5042,2,5043.0,24.0,,,5039.0,-437.154296875
44400,0,STARFRUIT,5037,1,5036.0,26.0,,,5043,26,,,,,5040.0,-436.744140625
44500,0,STARFRUIT,5036,30,,,,,5043,30,,,,,5039.5,-436.80859375
44600,0,STARFRUIT,5037,22,,,,,5043,1,5044.0,21.0,,,5040.0,-433.837890625
44700,0,STARFRUIT,5037,27,,,,,5042,6,5044.0,27.0,,,5039.5,-432.48046875
44800,0,STARFRUIT,5037,25,,,,,5042,3,5044.0,25.0,,,5039.5,-433.810546875
44900,0,STARFRUIT,5037,2,5036.0,21.0,,,5043,23,,,,,5040.0,-434.28515625
45000,0,STARFRUIT,5036,28,,,,,5037,1,5043.0,28.0,,,5036.5,-435.673828125
45100,0,STARFRUIT,5036,27,,,,,5043,27,,,,,5039.5,-431.83984375
45200,0,STARFRUIT,5036,20,,,,,5043,1,5044.0,20.0,,,5039.5,-431.095703125
45300,0,STARFRUIT,5037,22,,,,,5044,23,,,,,5040.5,-428.890625
45400,0,STARFRUIT,5037,25,,,,,5044,25,,,,,5040.5,-427.857421875
45500,0,STARFRUIT,5036,21,,,,,5037,3,5043.0,21.0,,,5036.5,-434.564453125
45600,0,STARFRUIT,5037,1,5036.0,23.0,,,5041,6,5043.0,24.0,,,5039.0,-423.81640625
45700,0,STARFRUIT,5037,2,5036.0,21.0,,,5043,23,,,,,5040.0,-423.3984375
45800,0,STARFRUIT,5040,5,5037.0,32.0,,,5044,32,,,,,5042.0,-418.65625
45900,0,STARFRUIT,5037,25,,,,,5044,26,,,,,5040.5,-414.19921875
46000,0,STARFRUIT,5037,23,,,,,5044,23,,,,,5040.5,-416.14453125
46100,0,STARFRUIT,5039,4,5038.0,25.0,,,5045,25,,,,,5042.0,-412.38671875
46200,0,STARFRUIT,5039,4,5038.0,24.0,,,5045,24,,,,,5042.0,-411.80859375
46300,0,STARFRUIT,5039,2,5038.0,26.0,,,5045,28,,,,,5042.0,-406.4296875
46400,0,STARFRUIT,5044,1,5038.0,24.0,,,5045,24,,,,,5044.5,-408.4296875
46500,0,STARFRUIT,5042,2,5038.0,30.0,,,5045,30,,,,,5043.5,-432.0
46600,0,STARFRUIT,5044,1,5040.0,4.0,5039.0,28.0,5046,28,,,,,5045.0,-432.1865234375
46700,0,STARFRUIT,5038,30,,,,,5045,30,,,,,5041.5,-429.009765625
46800,0,STARFRUIT,5038,25,,,,,5045,25,,,,,5041.5,-429.4765625
46900,0,STARFRUIT,5039,30,,,,,5040,10,5045.0,1.0,5046.0,29.0,5039.5,-430.361328125
47000,0,STARFRUIT,5039,23,,,,,5045,1,5046.0,22.0,,,5042.0,-430.59375
47100,0,STARFRUIT,5039,22,,,,,5046,22,,,,,5042.5,-431.37890625
47200,0,STARFRUIT,5044,1,5039.0,23.0,,,5046,23,,,,,5045.0,-430.7177734375
47300,0,STARFRUIT,5040,5,5039.0,21.0,,,5046,21,,,,,5043.0,-429.318359375
47400,0,STARFRUIT,5043,5,5038.0,22.0,,,5045,22,,,,,5044.0,-424.998046875
47500,0,STARFRUIT,5037,22,,,,,5042,5,5044.0,22.0,,,5039.5,-411.390625
47600,0,STARFRUIT,5037,21,,,,,5044,21,,,,,5040.5,-410.47265625
47700,0,STARFRUIT,5037,23,,,,,5042,4,5044.0,23.0,,,5039.5,-410.65625
47800,0,STARFRUIT,5038,20,,,,,5043,7,5045.0,20.0,,,5040.5,-414.43359375
47900,0,STARFRUIT,5037,23,,,,,5044,23,,,,,5040.5,-405.60546875
48000,0,STARFRUIT,5037,27,,,,,5044,27,,,,,5040.5,-407.8046875
48100,0,STARFRUIT,5037,30,,,,,5042,1,5044.0,30.0,,,5039.5,-408.48828125
48200,0,STARFRUIT,5038,2,5037.0,26.0,,,5044,27,,,,,5041.0,-413.3125
48300,0,STARFRUIT,5037,21,,,,,5038,4,5044.0,21.0,,,5037.5,-409.6015625
48400,0,STARFRUIT,5037,32,,,,,5042,6,5044.0,32.0,,,5039.5,-400.095703125
48500,0,STARFRUIT,5037,29,,,,,5044,29,,,,,5040.5,-407.0
48600,0,STARFRUIT,5037,1,5036.0,26.0,,,5043,1,5044.0,26.0,,,5040.0,-407.0
48700,0,STARFRUIT,5036,23,,,,,5039,2,5043.0,23.0,,,5037.5,-407.0
48800,0,STARFRUIT,5036,29,,,,,5043,29,,,,,5039.5,-405.6318359375
48900,0,STARFRUIT,5036,21,,,,,5043,22,,,,,5039.5,-406.3994140625
49000,0,STARFRUIT,5035,29,,,,,5042,29,,,,,5038.5,-407.9326171875
49100,0,STARFRUIT,5035,30,,,,,5042,30,,,,,5038.5,-408.2333984375
49200,0,STARFRUIT,5034,26,,,,,5041,26,,,,,5037.5,-410.021484375
49300,0,STARFRUIT,5035,6,5034.0,29.0,,,5041,29,,,,,5038.0,-409.33203125
49400,0,STARFRUIT,5035,23,,,,,5042,23,,,,,5038.5,-408.11328125
49500,0,STARFRUIT,5035,25,,,,,5041,1,5042.0,24.0,,,5038.0,-408.8740234375
49600,0,STARFRUIT,5036,2,5035.0,28.0,,,5038,3,5042.0,30.0,,,5037.0,-407.359375
49700,0,STARFRUIT,5041,1,5036.0,6.0,5035.0,21.0,5042,21,,,,,5041.5,-404.546875
49800,0,STARFRUIT,5036,20,,,,,5037,1,5043.0,20.0,,,5036.5,-400.904296875
49900,0,STARFRUIT,5038,5,5037.0,24.0,,,5044,24,,,,,5041.0,-393.298828125
50000,0,STARFRUIT,5037,26,,,,,5044,26,,,,,5040.5,-392.302734375
50100,0,STARFRUIT,5037,24,,,,,5043,2,5044.0,22.0,,,5040.0,-394.693359375
50200,0,STARFRUIT,5036,29,,,,,5043,29,,,,,5039.5,-398.34765625
50300,0,STARFRUIT,5036,23,,,,,5041,4,5043.0,23.0,,,5038.5,-396.49609375
50400,0,STARFRUIT,5037,2,5036.0,23.0,,,5038,3,5043.0,23.0,,,5037.5,-397.57421875
50500,0,STARFRUIT,5039,4,5036.0,28.0,,,5043,28,,,,,5041.0,-394.171875
50600,0,STARFRUIT,5036,24,,,,,5039,4,5043.0,24.0,,,5037.5,-394.9921875
50700,0,STARFRUIT,5036,20,,,,,5043,20,,,,,5039.5,-395.546875
50800,0,STARFRUIT,5037,2,5036.0,26.0,,,5043,28,,,,,5040.0,-391.83203125
50900,0,STARFRUIT,5036,30,,,,,5037,1,5039.0,5.0,5043.0,30.0,5036.5,-390.9609375
51000,0,STARFRUIT,5037,25,,,,,5043,2,5044.0,23.0,,,5040.0,-386.578125
51100,0,STARFRUIT,5038,3,5037.0,29.0,,,5044,29,,,,,5041.0,-379.75
51200,0,STARFRUIT,5037,30,,,,,5044,30,,,,,5040.5,-380.1015625
51300,0,STARFRUIT,5038,2,5037.0,23.0,,,5044,25,,,,,5041.0,-378.8359375
51400,0,STARFRUIT,5037,23,,,,,5042,5,5044.0,23.0,,,5039.5,-382.59375
51500,0,STARFRUIT,5037,21,,,,,5044,21,,,,,5040.5,-379.9921875
51600,0,STARFRUIT,5042,3,5038.0,2.0,5037.0,21.0,5044,23,,,,,5043.0,-379.15234375
51700,0,STARFRUIT,5038,2,5037.0,30.0,,,5044,32,,,,,5041.0,-400.0
51800,0,STARFRUIT,5037,25,,,,,5044,25,,,,,5040.5,-400.0
51900,0,STARFRUIT,5037,28,,,,,5044,28,,,,,5040.5,-400.0
52000,0,STARFRUIT,5038,5,5037.0,21.0,,,5040,5,5044.0,21.0,,,5039.0,-400.0
52100,0,STARFRUIT,5038,1,5037.0,27.0,,,5044,28,,,,,5041.0,-400.0
52200,0,STARFRUIT,5037,22,,,,,5044,23,,,,,5040.5,-400.0
52300,0,STARFRUIT,5037,30,,,,,5044,30,,,,,5040.5,-400.0
52400,0,STARFRUIT,5038,1,5037.0,21.0,,,5040,4,5044.0,21.0,,,5039.0,-400.0
52500,0,STARFRUIT,5037,27,,,,,5043,2,5044.0,25.0,,,5040.0,-400.0
52600,0,STARFRUIT,5037,31,,,,,5043,1,5044.0,30.0,,,5040.0,-400.0
52700,0,STARFRUIT,5042,1,5037.0,25.0,,,5043,1,5044.0,24.0,,,5042.5,-400.0
52800,0,STARFRUIT,5042,1,5037.0,28.0,,,5044,28,,,,,5043.0,-398.23388671875
52900,0,STARFRUIT,5036,27,,,,,5043,27,,,,,5039.5,-394.9580078125
53000,0,STARFRUIT,5036,1,5035.0,29.0,,,5042,30,,,,,5039.0,-393.654296875
53100,0,STARFRUIT,5036,2,5035.0,21.0,,,5042,2,5043.0,21.0,,,5039.0,-393.9951171875
53200,0,STARFRUIT,5041,1,5036.0,23.0,,,5043,23,,,,,5042.0,-394.84375
53300,0,STARFRUIT,5036,20,,,,,5043,20,,,,,5039.5,-392.326171875
53400,0,STARFRUIT,5038,7,5037.0,32.0,,,5044,32,,,,,5041.0,-395.962890625
53500,0,STARFRUIT,5037,25,,,,,5042,2,5044.0,25.0,,,5039.5,-396.5380859375
53600,0,STARFRUIT,5037,23,,,,,5044,23,,,,,5040.5,-396.9658203125
53700,0,STARFRUIT,5038,1,5037.0,23.0,,,5044,23,,,,,5041.0,-396.6728515625
53800,0,STARFRUIT,5037,29,,,,,5044,29,,,,,5040.5,-395.71875
53900,0,STARFRUIT,5038,1,5037.0,25.0,,,5040,4,5044.0,26.0,,,5039.0,-397.474609375
54000,0,STARFRUIT,5038,7,5037.0,22.0,,,5044,22,,,,,5041.0,-396.5029296875
54100,0,STARFRUIT,5038,4,5037.0,22.0,,,5043,1,5044.0,21.0,,,5040.5,-395.255859375
54200,0,STARFRUIT,5037,20,,,,,5043,1,5044.0,20.0,,,5040.0,-395.1875
54300,0,STARFRUIT,5037,28,,,,,5043,2,5044.0,26.0,,,5040.0,-395.201171875
54400,0,STARFRUIT,5037,22,,,,,5044,22,,,,,5040.5,-397.6748046875
54500,0,STARFRUIT,5038,29,,,,,5045,29,,,,,5041.5,-398.716796875
54600,0,STARFRUIT,5038,30,,,,,5045,30,,,,,5041.5,-399.357421875
54700,0,STARFRUIT,5038,1,5037.0,22.0,,,5044,1,5045.0,22.0,,,5041.0,-397.9794921875
54800,0,STARFRUIT,5039,9,5038.0,23.0,,,5045,25,,,,,5042.0,-400.328125
54900,0,STARFRUIT,5038,24,,,,,5043,1,5045.0,24.0,,,5040.5,-399.849609375
55000,0,STARFRUIT,5039,2,5038.0,20.0,,,5043,7,5045.0,22.0,,,5041.0,-400.4609375
55100,0,STARFRUIT,5039,26,,,,,5045,2,5046.0,24.0,,,5042.0,-401.23046875
55200,0,STARFRUIT,5038,25,,,,,5045,26,,,,,5041.5,-400.58203125
55300,0,STARFRUIT,5039,22,,,,,5044,3,5046.0,22.0,,,5041.5,-401.365234375
55400,0,STARFRUIT,5039,6,5038.0,27.0,,,5045,28,,,,,5042.0,-400.8271484375
55500,0,STARFRUIT,5039,2,5038.0,22.0,,,5043,2,5045.0,24.0,,,5041.0,-400.49609375
55600,0,STARFRUIT,5038,23,,,,,5045,23,,,,,5041.5,-400.501953125
55700,0,STARFRUIT,5038,22,,,,,5045,22,,,,,5041.5,-399.8193359375
55800,0,STARFRUIT,5039,8,5038.0,26.0,,,5045,26,,,,,5042.0,-400.1171875
55900,0,STARFRUIT,5041,4,5038.0,20.0,,,5045,20,,,,,5043.0,-399.6171875
56000,0,STARFRUIT,5041,2,5038.0,25.0,,,5043,7,5045.0,25.0,,,5042.0,-401.734375
56100,0,STARFRUIT,5038,28,,,,,5044,1,5045.0,27.0,,,5041.0,-398.5703125
56200,0,STARFRUIT,5038,31,,,,,5041,4,5044.0,1.0,5045.0,30.0,5039.5,-399.421875
56300,0,STARFRUIT,5038,28,,,,,5045,28,,,,,5041.5,-398.994140625
56400,0,STARFRUIT,5038,29,,,,,5045,29,,,,,5041.5,-418.0
56500,0,STARFRUIT,5038,21,,,,,5045,21,,,,,5041.5,-418.0
56600,0,STARFRUIT,5038,2,5037.0,28.0,,,5043,3,5044.0,2.0,5045.0,28.0,5040.5,-418.0
56700,0,STARFRUIT,5038,2,5037.0,27.0,,,5039,4,5044.0,27.0,,,5038.5,-418.0
56800,0,STARFRUIT,5038,8,5037.0,23.0,,,5044,23,,,,,5041.0,-411.447265625
56900,0,STARFRUIT,5037,21,,,,,5044,21,,,,,5040.5,-412.412109375
57000,0,STARFRUIT,5037,22,,,,,5044,22,,,,,5040.5,-411.123046875
57100,0,STARFRUIT,5043,1,5037.0,24.0,,,5045,24,,,,,5044.0,-409.935546875
57200,0,STARFRUIT,5038,1,5037.0,25.0,,,5044,26,,,,,5041.0,-420.0
57300,0,STARFRUIT,5038,31,,,,,5043,1,5044.0,1.0,5045.0,30.0,5040.5,-420.0
57400,0,STARFRUIT,5038,28,,,,,5044,1,5045.0,27.0,,,5041.0,-420.0
